id,word,predicted_stem,predicted_pos,predicted_tags,predicted_sep_form,unrecognized
122,хьана,хьа,verb,aoc,хьа-на,0
123,халу,халу,n,abs,халу,0
124,вуна,вун,prn,erg,вуна,0
125,сирлу,сирлу,adj,,сирлу,0
126,угъри,угъри,n,abs,угъри,0
127,кьунвачни,кьу,verb,"prf,neg,inter",кьу-нва-ч-ни,0
128,хабар,хабар,n,abs,хабар,0
128,хабар,хабар,verb,per,хабар,0
129,кьуна,кьу,verb,aor,кьу-на,0
130,за,зун,prn,erg,за,0
130,за,зун,prn,"in,essive",з-а,0
131,Кьунвач,кьу,verb,"prf,neg",кьу-нва-ч,0
132,Заз,зун,prn,dat,за-з,0
133,ам,а,prn,"sg,abs",ам,0
134,акур,акур,n,abs,акур,0
134,акур,аку,verb,"aor,ptp",аку-р,0
135,хьиз,хьиз,conj,,хьиз,0
135,хьиз,хьиз,part,,хьиз,0
136,я,я,cop,imperf,я,0
137,ам,а,prn,"sg,abs",ам,0
138,инсан,инсан,n,abs,инсан,0
139,туш,я,cop,neg,туш,0
140,аквар,аква,verb,aimpp,аква-р,0
141,гьаларай,гьал,n,"pl,in,elative",гьал-ар-а-й,0
142,вагьши,вагьши,adj,,вагьши,0
142,вагьши,вагьши,n,abs,вагьши,0
143,гьайван,гьайван,n,abs,гьайван,0
144,я,я,cop,imperf,я,0
145,Вуч,вуч,prn,,вуч,0
146,я,я,cop,imperf,я,0
147,Бегьем,бегьем,adj,,бегьем,0
147,Бегьем,бегьем,adv,,бегьем,0
147,Бегьем,бегьем,verb,per,бегьем,0
148,кьатӀуз,,,,,1
149,жедайвал,жедайвал,adv,,жедайвал,0
149,жедайвал,же,verb,"fut,ptp,man",же-да-й-вал,0
150,акунач,аку,verb,"aor,neg",аку-на-ч,0
151,хва,хва,n,abs,хва,0
152,Ам,а,prn,"sg,abs",ам,0
153,ангье,ангье,part,,ангье,0
154,атӀа,атӀа,part,,атӀа,0
154,атӀа,атӀа,prn,,атӀа,0
155,бурма,бурма,adj,,бурма,0
156,куларай,кул,n,"pl,in,elative",кул-ар-а-й,0
157,экъечӀна,экъечӀ,verb,aoc,экъечӀ-на,0
158,Букар,,,,,1
159,халуди,халу,n,erg,халу-ди,0
160,мерейрин,мере,n,"pl,gen",мере-йри-н,0
161,къалин,къалин,adj,,къалин,0
161,къалин,къал,verb,hort,къал-ин,0
162,куллух,куллух,n,abs,куллух,0
163,къалурна,къалур,verb,aor,къалур-на,0
164,Гуьзетин,гуьзет,verb,hort,гуьзет-ин,0
165,Килигда,килиг,verb,fut,килиг-да,0
166,чун,чун,prn,,чун,0
167,Исятда,исятда,adv,,исятда,0
168,за,зун,prn,erg,за,0
168,за,зун,prn,"in,essive",з-а,0
169,ваз,вун,prn,dat,ва-з,0
170,са,са,adj,,са,0
170,са,са,num,,са,0
170,са,са,part,,са,0
171,хъсан,хъсан,adj,,хъсан,0
172,къарпуз,къарпуз,n,abs,къарпуз,0
173,атӀуда,атӀу,verb,fut,атӀу-да,0
174,Хъсан,хъсан,adj,,хъсан,0
175,къарпуз,къарпуз,n,abs,къарпуз,0
176,бустанчидиз,бустанчи,n,dat,бустанчиди-з,0
177,чида,чи,verb,fut,чи-да,0
178,Чна,чун,prn,erg,чна,0
179,гьеле,гьеле,adv,,гьеле,0
179,гьеле,гьеле,part,,гьеле,0
180,ширин,ширин,adj,,ширин,0
180,ширин,ширин,adv,,ширин,0
180,ширин,ширин,verb,per,ширин,0
180,ширин,шир,verb,hort,шир-ин,0
181,ширедай,,,,,1
182,ацӀанвай,,,,,1
183,сиве,,,,,1
184,чкӀана,,,,,1
185,физвай,фи,verb,"imperf,ptp",фи-зва-й,0
186,кеврек,кеврек,adj,,кеврек,0
187,къарпуз,къарпуз,n,abs,къарпуз,0
188,тӀуьна,тӀуь,verb,aoc,тӀуь-на,0
189,куьтягь,куьтягь,verb,per,куьтягь,0
190,хьанвачир,хьа,verb,"prf,neg,pst",хьа-нва-ч-ир,0
191,амма,амма,conj,,амма,0
192,Букар,,,,,1
193,халуди,халу,n,erg,халу-ди,0
194,за,зун,prn,erg,за,0
194,за,зун,prn,"in,essive",з-а,0
195,гъил,гъил,n,abs,гъил,0
196,эцяна,,,,,1
197,зи,зун,prn,gen,зи,0
198,япал,яб,n,"super,essive",япа-л,0
199,кушкушна,кушкуш,verb,aoc,кушкуш-на,0
200,Бустандиз,бустан,n,dat,бустанди-з,0
201,вил,вил,n,abs,вил,0
202,вегь,вегь,verb,imper,вегь,0
203,Хъсандиз,хъсандиз,adv,,хъсандиз,0
204,килиг,килиг,part,,килиг,0
204,килиг,килиг,verb,imper,килиг,0
204,килиг,килиг,verb,per,килиг,0
205,Тарарин,тар,n,"pl,gen",тар-ари-н,0
206,хъенар,,,,,1
207,яргъи,яргъи,adj,,яргъи,0
208,хьана,хьа,verb,aoc,хьа-на,0
209,бустандал,бустан,n,"super,essive",бустанда-л,0
210,атуниз,атун,n,dat,атуни-з,0
211,килигна,килиг,verb,aoc,килиг-на,0
212,ана,ана,adv,,ана,0
213,хурушум,хурушум,n,abs,хурушум,0
214,хьанва,хьа,verb,prf,хьа-нва,0
215,гьавиляй,гьавиляй,adv,,гьавиляй,0
215,гьавиляй,гьавиляй,conj,,гьавиляй,0
216,завай,зун,prn,"ad,elative",за-в-ай,0
217,ам,а,prn,"sg,abs",ам,0
218,вуч,вуч,prn,,вуч,0
219,вагьши,вагьши,adj,,вагьши,0
219,вагьши,вагьши,n,abs,вагьши,0
220,гьайван,гьайван,n,abs,гьайван,0
221,ятӀа,я,cop,cnd,я-тӀа,0
222,ерли,ерли,adv,,ерли,0
223,кьатӀуз,,,,,1
224,жезвач,же,verb,"imperf,neg",же-зва-ч,0
225,Зунни,зун,prn,add,зун-ни,0
226,бустанчи,бустанчи,n,abs,бустанчи,0
227,букар,,,,,1
228,Им,и,prn,"sg,abs",им,0
229,вуж,вуж,prn,,вуж,0
230,я,я,conj,,я,0
230,я,я,cop,imperf,я,0
230,я,я,part,,я,0
231,эхир,эхир,adv,,эхир,0
231,эхир,эхир,n,abs,эхир,0
231,эхир,эхир,part,,эхир,0
232,лугьуз,лугьуз,conj,,лугьуз,0
232,лугьуз,лугьуз,part,,лугьуз,0
232,лугьуз,лугьу,verb,inf,лугьу-з,0
233,фикиррик,фикир,n,"pl,sub,essive",фикир-ри-к,0
234,кумаз,кума,cop,cvb,кума-з,0
235,атайди,ата,verb,"aor,ptp,sg,abs",ата-й-ди,0
236,къарпузриз,къарпуз,n,"pl,dat",къарпуз-ри-з,0
237,гьахьна,гьахь,verb,aor,гьахь-на,0
238,Ада,а,prn,"sg,erg",ада,0
238,Ада,а,prn,"sg,in,essive",ад-а,0
239,са,са,num,,са,0
240,къарпуз,къарпуз,n,abs,къарпуз,0
241,кьенцӀикай,,,,,1
242,хкудна,хкуд,verb,aoc,хкуд-на,0
243,ам,а,prn,"sg,abs",ам,0
244,тапас,тапас,n,abs,тапас,0
245,геляна,,,,,1
246,вичин,вич,prn,gen,вичи-н,0
247,мукьув,мукьув,adv,,мукьув,0
247,мукьув,мукьув,postp,,мукьув,0
248,гъана,гъа,verb,aoc,гъа-на,0
249,къарпузда,къарпуз,n,"in,essive",къарпузд-а,0
250,вичин,вич,prn,gen,вичи-н,0
251,яргъи,яргъи,adj,,яргъи,0
252,хци,хци,adj,,хци,0
253,кӀирер,кӀир,n,"pl,abs",кӀир-ер,0
254,акӀурна,акӀур,verb,aoc,акӀур-на,0
255,ам,а,prn,"sg,abs",ам,0
256,вине,вине,adv,,вине,0
257,кьуна,кьу,verb,aoc,кьу-на,0
258,хьиз,хьиз,conj,,хьиз,0
258,хьиз,хьиз,part,,хьиз,0
259,вагьши,вагьши,adj,,вагьши,0
259,вагьши,вагьши,n,abs,вагьши,0
260,кулариз,кул,n,"pl,dat",кул-ари-з,0
261,хъфена,хъфе,verb,aor,хъфе-на,0
262,Ам,а,prn,"sg,abs",ам,0
263,жанавур,жанавур,n,abs,жанавур,0
264,тир,я,cop,ptp,тир,0
265,инанмиш,инанмиш,verb,per,инанмиш,0
266,хьухь,хьухь,n,abs,хьухь,0
266,хьухь,хьухь,verb,imper,хьухь,0
267,жанавур,жанавур,n,abs,жанавур,0
268,тир,я,cop,ptp,тир,0
269,вуна,вун,prn,erg,вуна,0
270,ам,а,prn,"sg,abs",ам,0
271,тфенгдай,тфенг,n,"in,elative",тфенгд-а-й,0
272,яна,яна,postp,,яна,0
272,яна,яна,verb,imper,яна,0
273,кӀандай,кӀан,verb,"fut,pst",кӀан-да-й,0
274,Яваш,яваш,adj,,яваш,0
274,Яваш,яваш,adv,,яваш,0
274,Яваш,яваш,intj,,яваш,0
275,Зазни,зун,prn,"dat,add",за-з-ни,0
276,атайди,ата,verb,"aor,ptp,sg,abs",ата-й-ди,0
277,жанавур,жанавур,n,abs,жанавур,0
278,тирди,тир,adj,"sg,abs",тир-ди,0
278,тирди,тир,n,erg,тир-ди,0
279,чир,чир,verb,per,чир,0
280,хьана,хьа,verb,aor,хьа-на,0
281,ада,а,prn,"sg,erg",ада,0
281,ада,а,prn,"sg,in,essive",ад-а,0
282,къарпуздикай,къарпуз,n,"sub,elative",къарпузди-к-ай,0
283,вучзава,вучзава,part,,вучзава,0
284,эхир,эхир,adv,,эхир,0
284,эхир,эхир,n,abs,эхир,0
284,эхир,эхир,part,,эхир,0
285,Белки,белки,intj,,белки,0
286,ам,а,prn,"sg,abs",ам,0
287,кицӀ,кицӀ,n,abs,кицӀ,0
288,я,я,cop,imperf,я,0
289,жеди,жеди,part,,жеди,0
289,жеди,же,verb,afut,же-ди,0
290,гьа,гьа,part,,гьа,0
290,гьа,гьа,prn,,гьа,0
291,Заз,зун,prn,dat,за-з,0
292,хъсандиз,хъсандиз,adv,,хъсандиз,0
293,акуна,аку,verb,aoc,аку-на,0
294,я,я,conj,,я,0
294,я,я,cop,imperf,я,0
294,я,я,part,,я,0
295,хва,хва,n,abs,хва,0
296,Гьуьжет,гьуьжет,n,abs,гьуьжет,0
296,Гьуьжет,гьуьжет,verb,imper,гьуьжет,0
296,Гьуьжет,гьуьжет,verb,per,гьуьжет,0
297,алач,ала,cop,neg,ала-ч,0
298,угъри,угъри,n,abs,угъри,0
299,жанавур,жанавур,n,abs,жанавур,0
300,я,я,cop,imperf,я,0
301,Тфенг,тфенг,n,abs,тфенг,0
302,гьазурна,гьазур,verb,aoc,гьазур-на,0
303,секиндиз,секиндиз,adv,,секиндиз,0
303,секиндиз,секин,n,dat,секинди-з,0
304,ацукь,ацукь,verb,imper,ацукь,0
304,ацукь,ацукь,verb,per,ацукь,0
305,ам,а,prn,"sg,abs",ам,0
306,исятда,исятда,adv,,исятда,0
307,мад,мад,adv,,мад,0
307,мад,мад,part,,мад,0
308,къведа,къве,verb,fut,къве-да,0
309,Садал,сад,num,"super,essive",сада-л,0
309,Садал,са,adj,"sg,super,essive",са-да-л,0
310,кьведал,кьвед,num,"super,essive",кьведа-л,0
311,ам,а,prn,"sg,abs",ам,0
312,тух,тух,adj,,тух,0
313,жедай,же,verb,"fut,ptp",же-да-й,0
314,кафир,кафир,n,abs,кафир,0
315,туш,я,cop,neg,туш,0
316,Зун,зун,prn,,зун,0
317,тфенг,тфенг,n,abs,тфенг,0
318,вагьшиди,вагьши,adj,"sg,abs",вагьши-ди,0
318,вагьшиди,вагьши,n,erg,вагьши-ди,0
319,угьривилер,,,,,1
320,ийизвай,ийи,verb,"imperf,ptp",ийи-зва-й,0
321,патахъ,пад,n,"post,essive",пата-хъ,0
321,патахъ,патахъ,adj,,патахъ,0
322,туькӀуьрна,туькӀуьр,verb,aoc,туькӀуьр-на,0
323,фикиррик,фикир,n,"pl,sub,essive",фикир-ри-к,0
324,акатна,акат,verb,aor,акат-на,0
325,Адавай,а,prn,"sg,ad,elative",ада-в-ай,0
326,къарпузар,къарпуз,n,"pl,abs",къарпуз-ар,0
327,нез,не,verb,inf,не-з,0
328,жеда,же,verb,fut,же-да,0
329,жал,жал,part,,жал,0
330,Жеда,же,verb,fut,же-да,0
331,Гишин,гишин,adj,,гишин,0
332,я,я,cop,imperf,я,0
333,Зи,зун,prn,gen,зи,0
334,къуншидин,къуншидин,adj,,къуншидин,0
334,къуншидин,къунши,n,gen,къуншиди-н,0
335,кицӀи,кицӀ,n,erg,кицӀ-и,0
336,гьи,гьи,prn,,гьи,0
337,емиш,емиш,n,abs,емиш,0
338,хьайитӀани,хьа,verb,"aor,ptp,cnd,add",хьа-йи-тӀа-ни,0
339,неда,не,verb,fut,не-да,0
340,са,са,num,,са,0
341,сеферда,сеферда,adv,,сеферда,0
341,сеферда,сефер,n,"in,essive",сеферд-а,0
342,гьатта,гьатта,part,,гьатта,0
343,еке,еке,adj,,еке,0
343,еке,еке,adv,,еке,0
344,са,са,num,,са,0
345,афнини,афни,n,add,афни-ни,0
346,кваз,кваз,part,,кваз,0
346,кваз,ква,cop,cvb,ква-з,0
347,тӀуьна,тӀуь,verb,aor,тӀуь-на,0
348,Хутар,,,,,1
349,хатрутар,хатрут,n,"pl,abs",хатрут-ар,0
350,адан,а,prn,"sg,gen",ада-н,0
351,рикӀ,рикӀ,n,abs,рикӀ,0
352,алай,ала,cop,ptp,ала-й,0
353,ем,ем,n,abs,ем,0
354,я,я,cop,imperf,я,0
355,Къарпуз,къарпуз,n,abs,къарпуз,0
356,дадуниз,дад,n,dat,дадуни-з,0
357,гзаф,гзаф,adv,,гзаф,0
358,емишрилай,,,,,1
359,хъсан,хъсан,adj,,хъсан,0
360,я,я,cop,imperf,я,0
361,эхир,эхир,adv,,эхир,0
361,эхир,эхир,n,abs,эхир,0
361,эхир,эхир,part,,эхир,0
362,Заз,зун,prn,dat,за-з,0
363,жанавурди,жанавур,n,erg,жанавур-ди,0
364,и,и,prn,,и,0
365,юкъуз,юкъуз,adv,,юкъуз,0
366,бустанда,бустан,n,"in,essive",бустанд-а,0
367,угьривилер,,,,,1
368,авун,аву,verb,msd,аву-н,0
369,бегьем,бегьем,adj,,бегьем,0
369,бегьем,бегьем,adv,,бегьем,0
369,бегьем,бегьем,verb,per,бегьем,0
370,сирлу,сирлу,adj,,сирлу,0
371,кар,кар,n,abs,кар,0
371,кар,кар,verb,per,кар,0
372,хьана,хьа,verb,aor,хьа-на,0
373,Им,и,prn,"sg,abs",им,0
374,вуч,вуч,prn,,вуч,0
375,лагьай,лагьай,conj,,лагьай,0
375,лагьай,лагьай,ord,,лагьай,0
375,лагьай,лагьа,verb,"aor,ptp",лагьа-й,0
376,чӀал,чӀал,n,abs,чӀал,0
377,я,я,cop,imperf,я,0
378,И,и,prn,,и,0
379,суалдиз,суал,n,dat,суалди-з,0
380,заз,зун,prn,dat,за-з,0
381,жавабни,жаваб,n,add,жаваб-ни,0
382,жагъана,жагъа,verb,aoc,жагъа-на,0
383,бустанчидин,бустанчи,n,gen,бустанчиди-н,0
384,кицӀер,кицӀ,n,"pl,abs",кицӀ-ер,0
385,йифиз,йифиз,adv,,йифиз,0
385,йифиз,йиф,n,dat,йифи-з,0
385,йифиз,йиф,verb,inf,йиф-из,0
386,уях,уях,adj,,уях,0
387,я,я,cop,imperf,я,0
388,абуру,а,prn,"pl,erg",абуру,0
389,жанавур,жанавур,n,abs,жанавур,0
390,бустандиз,бустан,n,dat,бустанди-з,0
391,ахъайдач,ахъай,verb,"fut,neg",ахъай-да-ч,0
392,исятда,исятда,adv,,исятда,0
393,абур,абур,n,abs,абур,0
393,абур,а,prn,"pl,abs",абур,0
394,гьар,гьар,prn,,гьар,0
395,сад,сад,num,,сад,0
396,са,са,adj,,са,0
396,са,са,num,,са,0
396,са,са,part,,са,0
397,кулан,,,,,1
398,дибда,диб,n,"in,essive",дибд-а,0
399,кьилер,кьил,n,"pl,abs",кьил-ер,0
400,кьвехве,,,,,1
401,туна,ту,verb,aoc,ту-на,0
402,ширин,ширин,adj,,ширин,0
402,ширин,ширин,adv,,ширин,0
402,ширин,ширин,verb,per,ширин,0
402,ширин,шир,verb,hort,шир-ин,0
403,ахварал,ахвар,n,"super,essive",ахвара-л,0
404,ала,ала,adj,,ала,0
404,ала,ала,cop,imperf,ала,0
405,хъсан,хъсан,adj,,хъсан,0
406,секин,секин,adj,,секин,0
406,секин,секин,n,abs,секин,0
406,секин,секин,verb,per,секин,0
407,вахт,вахт,n,abs,вахт,0
408,я,я,cop,imperf,я,0
409,Аквар,аква,verb,aimpp,аква-р,0
410,гьаларай,гьал,n,"pl,in,elative",гьал-ар-а-й,0
411,и,и,prn,,и,0
412,кар,кар,n,abs,кар,0
412,кар,кар,verb,per,кар,0
413,жанавурдиз,жанавур,n,dat,жанавурди-з,0
414,хъсан,хъсан,adj,,хъсан,0
415,чида,чи,verb,fut,чи-да,0
416,Вагьши,вагьши,adj,,вагьши,0
416,Вагьши,вагьши,n,abs,вагьши,0
417,акьалтӀай,акьалтӀай,adj,,акьалтӀай,0
417,акьалтӀай,акьалтӀай,adv,,акьалтӀай,0
417,акьалтӀай,акьалтӀ,verb,"aor,ptp",акьалтӀ-ай,0
418,фендигар,фендигар,adj,,фендигар,0
418,фендигар,фендигар,n,abs,фендигар,0
419,я,я,cop,imperf,я,0
420,Зур,зур,n,abs,зур,0
421,сят,сят,n,abs,сят,0
422,алатна,алат,verb,aoc,алат-на,0
423,жеди,жеди,part,,жеди,0
423,жеди,же,verb,afut,же-ди,0
424,жанавур,жанавур,n,abs,жанавур,0
425,мад,мад,adv,,мад,0
425,мад,мад,part,,мад,0
426,атана,ата,verb,aor,ата-на,0
427,Вагьши,вагьши,adj,,вагьши,0
427,Вагьши,вагьши,n,abs,вагьши,0
428,цавуз,,,,,1
429,гадар,гадар,verb,per,гадар,0
430,хьана,хьа,verb,aoc,хьа-на,0
431,ахпа,ахпа,adv,,ахпа,0
431,ахпа,ахпа,postp,,ахпа,0
432,чилел,чил,n,"super,essive",чиле-л,0
433,алукьна,алукь,verb,aoc,алукь-на,0
434,мад,мад,adv,,мад,0
434,мад,мад,part,,мад,0
435,юзун,,,,,1
436,хъувунач,хъуву,verb,"aor,neg",хъуву-на-ч,0
437,Инсанри,инсан,n,"pl,erg",инсан-ри,0
438,лугьудайвал,лугьу,verb,"fut,ptp,man",лугьу-да-й-вал,0
439,виш,виш,n,abs,виш,0
439,виш,виш,num,,виш,0
440,йисуз,йисуз,adv,,йисуз,0
440,йисуз,йис,n,dat,йису-з,0
441,яшамиш,,,,,1
442,хьухь,хьухь,n,abs,хьухь,0
442,хьухь,хьухь,verb,imper,хьухь,0
443,виш,виш,n,abs,виш,0
443,виш,виш,num,,виш,0
444,йисузни,йис,n,"dat,add",йису-з-ни,0
445,дуьньядин,дуьнья,n,gen,дуьньяди-н,0
446,сирер,сир,n,"pl,abs",сир-ер,0
447,чира,чира,verb,imper,чира,0
448,абур,абур,n,abs,абур,0
448,абур,а,prn,"pl,abs",абур,0
449,бегьем,бегьем,adj,,бегьем,0
449,бегьем,бегьем,adv,,бегьем,0
449,бегьем,бегьем,verb,per,бегьем,0
450,чир,чир,verb,per,чир,0
451,хьайитӀа,хьа,verb,"aor,ptp,cnd",хьа-йи-тӀа,0
452,хъсан,хъсан,adj,,хъсан,0
453,я,я,cop,imperf,я,0
454,Букар,,,,,1
455,халудивай,халу,n,"ad,elative",халуди-в-ай,0
456,вичин,вич,prn,gen,вичи-н,0
457,шадвал,шадвал,verb,per,шадвал,0
458,винел,винел,adv,,винел,0
458,винел,винел,postp,,винел,0
459,акъуд,акъуд,verb,imper,акъуд,0
459,акъуд,акъуд,verb,per,акъуд,0
460,тавуна,тавуна,adv,,тавуна,0
460,тавуна,аву,verb,"neg,aoc",т-аву-на,0
460,тавуна,аву,verb,"neg,msd,in,essive",т-аву-н-а,0
461,акъвазиз,акъваз,verb,inf,акъваз-из,0
462,хьанач,хьа,verb,"aor,neg",хьа-на-ч,0
463,За,зун,prn,erg,за,0
463,За,зун,prn,"in,essive",з-а,0
464,ам,а,prn,"sg,abs",ам,0
465,атӀа,атӀа,part,,атӀа,0
465,атӀа,атӀа,prn,,атӀа,0
466,далудал,далу,n,"super,essive",далуда-л,0
467,рипер,,,,,1
468,хьтин,хьтин,part,,хьтин,0
469,цацар,,,,,1
470,алай,ала,cop,ptp,ала-й,0
471,дикобраз,,,,,1
472,тӀвар,тӀвар,n,abs,тӀвар,0
473,алай,ала,cop,ptp,ала-й,0
474,вагьши,вагьши,adj,,вагьши,0
